AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,CAND_EDU,CAND_PARTY,CRIMINAL_CASE,TOTAL_ASSET,TOTAL_LIB,PAN,ITR_FILED,TOTAL_VALID_VOTES,POSITION
53,Adarsh Nagar,GEN,ABDUL LATEEF,M,GEN,43,Not Given,IND,0,15000,0,No,No,132,20
53,Adarsh Nagar,GEN,ABDUL RASHEED,M,GEN,31,8th Pass,IND,0,26000,0,Yes,No,91,24
53,Adarsh Nagar,GEN,AHASAN AHMAD,M,GEN,40,5th Pass,IND,0,631500,31000,Yes,No,956,7
53,Adarsh Nagar,GEN,ARVIND GUPTA ALIAS RAHUL GUPTA,M,GEN,27,10th Pass,JGP,0,610944,0,No,No,449,11
53,Adarsh Nagar,GEN,ASHOK PARNAMI,M,GEN,59,Graduate,BJP,0,266111348,169065542,Yes,Yes,70201,1
53,Adarsh Nagar,GEN,BABA RIZWAN QURSHI,M,GEN,29,10th Pass,AIFB,0,0,0,No,No,93,23
53,Adarsh Nagar,GEN,BIMLESH AGARWAL,M,GEN,51,8th Pass,IND,0,34800226,6054433,Yes,Yes,785,8
53,Adarsh Nagar,GEN,DR. ZAKIRA SULTANA,F,GEN,29,Graduate Professional,BYS,0,317000,0,Yes,Yes,104,21
53,Adarsh Nagar,GEN,DURGA SINGH,M,GEN,49,8th Pass,NPEP,0,361307,15000,No,No,1922,3
53,Adarsh Nagar,GEN,GOUTAM SHARMA,M,GEN,30,Literate,IND,0,55000,0,Yes,No,1050,5
53,Adarsh Nagar,GEN,HAJI MOHD. TAHIR KHAN,M,GEN,35,8th Pass,IND,0,91700,0,No,No,151,18
53,Adarsh Nagar,GEN,HASAN RAZA,M,GEN,46,Graduate Professional,BSP,0,6032278,30000,Yes,No,595,10
53,Adarsh Nagar,GEN,MAHIR AZAD,M,GEN,56,Post Graduate,INC,0,42948000,1950000,Yes,Yes,66398,2
53,Adarsh Nagar,GEN,MO. ABDULAA,M,GEN,31,5th Pass,IND,0,45200,0,No,No,440,12
53,Adarsh Nagar,GEN,MO. IDRISH,M,GEN,35,8th Pass,IND,0,851200,0,Yes,Yes,1018,6
53,Adarsh Nagar,GEN,MO. YUSUF (RAJA BABU),M,GEN,43,Literate,IND,0,2147000,0,No,No,271,15
53,Adarsh Nagar,GEN,MOHAMMAD NASEEM ANSARI,M,GEN,34,Literate,IPGP,0,231000,0,Yes,Yes,84,27
53,Adarsh Nagar,GEN,MOHAMMAD SALIM,M,GEN,54,8th Pass,BHBP,0,2236000,0,Yes,No,49,33
53,Adarsh Nagar,GEN,MOHD. SHAMIM,M,GEN,47,Literate,IND,0,441000,0,Yes,Yes,206,16
53,Adarsh Nagar,GEN,MUSTAK,M,GEN,46,Literate,IND,0,239789,0,Yes,No,80,28
53,Adarsh Nagar,GEN,NATAWAR LAL GARG,M,GEN,38,5th Pass,IND,1,510116,0,No,No,75,29
53,Adarsh Nagar,GEN,RAJENDER BISHNOI,M,GEN,43,Graduate,IND,0,600000,0,Yes,Yes,99,22
53,Adarsh Nagar,GEN,RAM PRASAD SHARMA,M,GEN,41,8th Pass,IND,0,2090000,0,Yes,Yes,63,31
53,Adarsh Nagar,GEN,RIYAZUL HASAN,M,GEN,39,8th Pass,IND,0,1692752,0,Yes,No,63,32
53,Adarsh Nagar,GEN,SABIR KHAN,M,GEN,52,5th Pass,SP,0,1880000,0,Yes,No,161,17
53,Adarsh Nagar,GEN,SARITA JAIN,F,GEN,44,Graduate,BRSP,0,45600,0,No,No,90,25
53,Adarsh Nagar,GEN,SAURABH CHHAJER (JAIN),M,GEN,29,10th Pass,IND,0,475000,955000,Yes,Yes,662,9
53,Adarsh Nagar,GEN,SITARAM JAISWAL,M,GEN,55,Literate,IND,0,135000,0,No,No,367,14
53,Adarsh Nagar,GEN,SUNNY NAKWAL,M,SC,27,Graduate,IND,0,35000,0,No,No,437,13
53,Adarsh Nagar,GEN,TEJ RAM BAIRWA,M,SC,50,Literate,MEDP,0,1108000,0,No,No,146,19
53,Adarsh Nagar,GEN,YOGESH,M,GEN,29,Literate,IND,4,161000,0,Yes,Yes,75,30
53,Adarsh Nagar,GEN,YOGESH KUMAR SHARMA,M,GEN,63,8th Pass,IND,0,85000,0,No,No,86,26
141,Ahore,GEN,AJAYPAL SINGH,M,GEN,31,10th Pass,IND,0,3185000,30000,Yes,Yes,1183,13
141,Ahore,GEN,BHANWAR LAL,M,SC,52,5th Pass,BNNP,0,901000,0,Yes,Yes,682,16
141,Ahore,GEN,CHAGANLAL,M,SC,56,8th Pass,HJP,0,107500,0,No,No,515,20
141,Ahore,GEN,CHELA RAM,M,SC,46,Literate,IND,0,1907000,4000,Yes,Yes,1387,11
141,Ahore,GEN,DINESH KUMAR,M,SC,29,10th Pass,BA S D,0,122000,0,No,No,604,19
141,Ahore,GEN,FUSARAM,M,SC,53,Literate,IND,0,926000,0,Yes,Yes,2701,5
141,Ahore,GEN,GANPAT,M,GEN,35,8th Pass,IND,0,1037000,155000,Yes,Yes,669,18
141,Ahore,GEN,GENARAM MEGHWAL,M,SC,29,Graduate,IND,0,100000,0,No,No,1923,7
141,Ahore,GEN,HADMANARAM,M,GEN,45,8th Pass,NPEP,0,3230000,1500000,Yes,No,4396,3
141,Ahore,GEN,HANUMANA RAM,M,ST,64,10th Pass,IND,0,2179000,0,No,No,1608,9
141,Ahore,GEN,INDRA KANWAR,F,GEN,36,8th Pass,JGP,0,801000,0,Yes,No,1258,12
141,Ahore,GEN,JITENDRA KUMAR,M,GEN,28,10th Pass,IND,0,1701000,0,Yes,Yes,1910,8
141,Ahore,GEN,KAILASH KUMAR PARMAR,M,SC,25,12th Pass,IND,0,2360000,5000,No,No,471,21
141,Ahore,GEN,LADA RAM,M,GEN,40,5th Pass,IND,0,227000,0,No,No,385,23
141,Ahore,GEN,MALAM SINGH,M,GEN,31,Graduate,BSP,0,2114246,530000,Yes,Yes,2365,6
141,Ahore,GEN,MANGILAL,M,SC,45,8th Pass,IND,0,591000,125000,Yes,Yes,865,15
141,Ahore,GEN,MOHAN LAL,M,GEN,60,5th Pass,IND,0,3380000,0,Yes,Yes,3541,4
141,Ahore,GEN,SAKHA RAM,M,SC,50,5th Pass,AAP,0,2563000,40000,No,No,1472,10
141,Ahore,GEN,SAVARAM PATEL,M,GEN,48,Graduate Professional,INC,0,3037638,0,No,No,48656,2
141,Ahore,GEN,SHAKUR BHAI,M,GEN,52,Literate,IND,0,2850100,0,Yes,Yes,402,22
141,Ahore,GEN,SHANKAR SINGH RAJPUROHIT,M,GEN,53,12th Pass,BJP,0,13715932,4257541,Yes,No,57808,1
100,Ajmer North,GEN,KAILASH CHAND SHARMA,M,GEN,46,Graduate,IND,0,13356260,2000000,Yes,Yes,666,5
100,Ajmer North,GEN,MITTHU SINGH RAWAT,M,GEN,38,Literate,IND,0,1016,0,No,No,296,6
100,Ajmer North,GEN,MUNNA MARWADI AAM AADMI,M,GEN,61,5th Pass,IND,0,0,0,No,No,240,7
100,Ajmer North,GEN,NARAYANDAS SINDHI,M,GEN,64,12th Pass,IND,0,586000,0,Yes,Yes,225,8
100,Ajmer North,GEN,PUKHRAJ,M,SC,29,5th Pass,IND,0,531100,0,No,No,207,9
100,Ajmer North,GEN,DR. SHRIGOPAL BAHETI,M,GEN,65,Graduate Professional,INC,0,21592488,0,No,No,47982,2
100,Ajmer North,GEN,SOHANLAL,M,GEN,48,5th Pass,IND,0,1059000,500000,No,No,984,4
100,Ajmer North,GEN,VASUDEV DEVNANI,M,GEN,65,Graduate Professional,BJP,0,19488821,1874626,Yes,No,68461,1
101,Ajmer South,SC,ANITA BHADEL,F,SC,42,Post Graduate,BJP,0,8744345,1250530,Yes,No,70509,1
101,Ajmer South,SC,GAHPAT LAL,M,SC,71,10th Pass,BSP,0,9711500,0,No,No,990,4
101,Ajmer South,SC,HEMANT BHATI,M,SC,47,Graduate,INC,0,126373382,15933000,No,No,47351,2
101,Ajmer South,SC,OM PRAKASH,M,SC,46,8th Pass,IND,0,112624,26040,Yes,No,540,7
101,Ajmer South,SC,SOHANLAL,M,SC,42,8th Pass,IND,0,25500,1038199,Yes,No,569,6
101,Ajmer South,SC,SURESH,M,SC,44,10th Pass,NPEP,0,1059000,0,Yes,Yes,793,5
65,Alwar Rural,SC,ASHOK KUMAR VERMA,M,SC,43,Graduate Professional,BSP,0,5614168,0,Yes,Yes,8366,4
65,Alwar Rural,SC,BANWARI LAL,M,SC,44,10th Pass,IND,0,630000,0,Yes,No,314,12
65,Alwar Rural,SC,BHARAT VEER,M,SC,45,10th Pass,LJP,0,450000,0,Yes,No,303,13
65,Alwar Rural,SC,HARISH CHAND,M,SC,32,5th Pass,CPM,0,331000,0,Yes,Yes,826,7
65,Alwar Rural,SC,JAIRAM JATAV,M,SC,59,Graduate,BJP,0,19068875,0,Yes,Yes,60066,1
65,Alwar Rural,SC,KANHAIYA LAL,M,SC,47,Graduate,SP,0,2601700,280000,No,No,185,15
65,Alwar Rural,SC,RAJENDRA PRASAD DOCHANIA,M,SC,37,Graduate,IND,0,126110,0,Yes,Yes,642,8
65,Alwar Rural,SC,RAJWATI,F,SC,36,Literate,RJNSP,0,1500000,0,Yes,No,222,14
65,Alwar Rural,SC,ROOP SINGH SOLANKI,M,SC,43,10th Pass,JGP,0,1350000,32000,No,No,425,11
65,Alwar Rural,SC,SAWAI NATH,M,SC,35,5th Pass,BYS,0,700000,0,Yes,Yes,600,10
65,Alwar Rural,SC,SHISHU PAL,M,SC,40,5th Pass,RLD,0,2384500,500000,Yes,Yes,625,9
65,Alwar Rural,SC,SUMRAT LAL,M,SC,67,10th Pass,IND,0,1539560,0,Yes,Yes,1316,6
65,Alwar Rural,SC,TIKARAM JULLY,M,SC,33,Graduate Professional,INC,1,45394300,10249262,No,No,33267,2
65,Alwar Rural,SC,VIMLA UMAR,F,SC,33,8th Pass,NPEP,0,6630000,750000,Yes,Yes,32543,3
66,Alwar urban ,GEN,ABHAY SAINI (PAPPU BHAI),M,GEN,39,12th Pass,NPEP,0,5377807,5430718,Yes,Yes,17413,3
66,Alwar urban ,GEN,AJAY AGARWAL,M,GEN,50,12th Pass,IND,2,85709309,15986277,Yes,Yes,3144,5
66,Alwar urban ,GEN,ANKIT ANIL  BHARGAVA,M,GEN,29,Post Graduate,IND,0,55169,0,No,No,387,11
66,Alwar urban ,GEN,BACHCHU SINGH BASETH,M,GEN,43,Post Graduate,IND,0,4806597,276000,No,No,492,10
66,Alwar urban ,GEN,BANWARI LAL SINGHAL,M,GEN,48,12th Pass,BJP,0,20237326,5075817,Yes,Yes,84791,1
66,Alwar urban ,GEN,BHOLARAM SHARMA,M,GEN,66,12th Pass,CPI,1,6630538,0,No,Yes,1117,8
66,Alwar urban ,GEN,COL. RAJENDRA SINGH KOTHI RAO,M,GEN,69,Graduate,JGP,0,21000,0,Yes,No,631,9
66,Alwar urban ,GEN,DHEERAJ YADAV,M,GEN,34,12th Pass,IND,0,277000,500,Yes,No,255,13
66,Alwar urban ,GEN,HARE KRISHANA SHARMA,M,GEN,43,8th Pass,BYS,0,3500000,1900000,Yes,Yes,109,15
66,Alwar urban ,GEN,JEET KAUR,F,GEN,47,Literate,IND,0,3189000,886000,No,No,1681,6
66,Alwar urban ,GEN,KRIPA DEVI GURJAR,F,GEN,30,Graduate Professional,LJP,0,19280479,4482526,Yes,Yes,210,14
66,Alwar urban ,GEN,MAHADEV PRASAD JANGID,M,GEN,46,12th Pass,BSP,0,3109170,0,Yes,Yes,5777,4
66,Alwar urban ,GEN,NARENDRA SHARMA,M,GEN,45,Post Graduate,INC,0,76560000,750000,Yes,No,22562,2
66,Alwar urban ,GEN,TEJ PRAKASH KOLI,M,GEN,26,5th Pass,IND,0,54528,0,Yes,Yes,297,12
47,Amber,GEN,BABULAL,M,GEN,31,Post Graduate,JGP,0,27000,0,No,No,382,15
47,Amber,GEN,DR. BHARAT SHARMA,M,GEN,40,Graduate,BSP,0,3380000,600000,Yes,No,742,12
47,Amber,GEN,GAJENDRA YADAV,M,GEN,36,8th Pass,IND,0,2380000,0,Yes,No,4467,4
47,Amber,GEN,GANGA SAHAY SHARMA,M,GEN,57,Graduate,INC,0,204355975,1297314,Yes,No,40651,3
47,Amber,GEN,JUGAL KISHORE MEENA,M,ST,44,Literate,IND,0,2630000,0,No,No,668,13
47,Amber,GEN,KRISHNA KUMAR,M,GEN,40,8th Pass,IND,0,702000,0,Yes,Yes,776,11
47,Amber,GEN,NATHU RAM RAIGAR,M,SC,43,8th Pass,BA S D,0,126100,0,Yes,Yes,1217,9
47,Amber,GEN,NAVIN PILANIA,M,GEN,47,Graduate Professional,NPEP,0,117609703,17822060,Yes,Yes,51103,1
47,Amber,GEN,PRABHU CHOUDHARY,M,GEN,37,8th Pass,IND,2,10948109,0,No,No,1086,10
47,Amber,GEN,RAMSWAROOP SAINI,M,GEN,41,12th Pass,IND,0,19464054,2025176,Yes,No,4338,5
47,Amber,GEN,S.D. BUDHIEST,M,SC,36,10th Pass,BNNP,0,232000,100000,Yes,Yes,475,14
47,Amber,GEN,SATISH POONIA,M,GEN,48,Post Graduate,BJP,0,24076933,9346229,No,No,50774,2
47,Amber,GEN,UMMED SINGH BUDTHAL,M,GEN,61,12th Pass,IND,0,76393652,0,No,No,3016,6
193,Anta,GEN,CHHOTULAL,M,GEN,55,Illiterate,IND,0,2233800,300000,No,Yes,427,9
193,Anta,GEN,OM PRAKASH,M,GEN,43,12th Pass,IND,0,10248152,1520000,Yes,No,500,7
193,Anta,GEN,OM PRAKASH,M,GEN,45,8th Pass,NPEP,0,1474500,0,Yes,Yes,1286,5
193,Anta,GEN,PRABHU LAL SAINI,M,GEN,59,Graduate Professional,BJP,0,13650036,0,Yes,Yes,69960,1
193,Anta,GEN,PRAMOD BHAYA,M,GEN,48,12th Pass,INC,0,275323756,76862879,Yes,Yes,66561,2
193,Anta,GEN,PRAMOD KUMAR,M,GEN,40,12th Pass,IND,0,3284433,200000,Yes,No,765,6
193,Anta,GEN,SANJAY NAGAR,M,GEN,36,Graduate,BYS,0,4010000,11000,Yes,Yes,450,8
193,Anta,GEN,SUMITRA DHAKAR,F,GEN,38,8th Pass,BSP,0,15678000,0,No,No,1317,4
6,Anupgarh    ,SC,ADURAM,M,SC,72,5th Pass,RJVP,0,3625000,640000,No,No,636,10
6,Anupgarh    ,SC,BAGGA SINGH,M,SC,52,8th Pass,NPEP,1,287500,0,No,No,888,9
6,Anupgarh    ,SC,DULARAM,M,SC,71,8th Pass,NCP,0,28750000,1900000,Yes,Yes,1442,7
6,Anupgarh    ,SC,HARIRAM,M,SC,55,10th Pass,INC,0,3958869,1604550,Yes,Yes,12305,4
6,Anupgarh    ,SC,HARISH SANWARIA,M,SC,39,Post Graduate,BSP,0,15853875,6650000,Yes,Yes,6886,5
6,Anupgarh    ,SC,KULDEEP KOUR,F,SC,30,8th Pass,BA S D,0,41000,0,Yes,No,611,11
6,Anupgarh    ,SC,PAWAN KUMAR DUGGAL,M,SC,37,Post Graduate,CPM,8,2979646,1257505,Yes,Yes,37827,3
6,Anupgarh    ,SC,RAJESH KUMAR,M,SC,40,10th Pass,MEDP,0,90000,0,No,Yes,1065,8
6,Anupgarh    ,SC,SHIMLA BAWRI,F,SC,33,12th Pass,BJP,0,917885,450000,No,No,51145,1
6,Anupgarh    ,SC,SHIMLA DEVI NAYAK,F,SC,32,Post Graduate,nuzp,0,3424150,490819,Yes,Yes,39999,2
177,Asind,GEN,ARIF MOHAMMAD,M,GEN,39,Graduate,IND,0,754500,0,Yes,Yes,346,12
177,Asind,GEN,GHANSHYAM SINGH RATHORE,M,GEN,33,Others,IND,0,1097998,0,Yes,Yes,798,10
177,Asind,GEN,HAGAMI LAL MEWARA,M,GEN,51,12th Pass,IND,0,28403881,5669627,Yes,Yes,42531,3
177,Asind,GEN,NARENDRA SINGH,M,GEN,34,8th Pass,JGP,0,1737000,300000,No,No,2060,6
177,Asind,GEN,RAGHUVEER PRASAD JAT,M,GEN,36,10th Pass,BSP,0,5631100,500000,Yes,No,3065,5
177,Asind,GEN,RAM LAL GURJAR,M,GEN,61,12th Pass,BJP,0,10234848,143961,Yes,Yes,73774,1
177,Asind,GEN,RAM LAL JAT,M,GEN,48,12th Pass,INC,0,32993019,3877890,Yes,Yes,46465,2
177,Asind,GEN,RAMCHANDRA GURJAR,M,GEN,37,8th Pass,BYS,0,4970558,700000,Yes,Yes,789,11
177,Asind,GEN,RAMSWAROOP,M,SC,30,Post Graduate,IND,0,155000,44560,Yes,No,930,8
177,Asind,GEN,RATAN,M,ST,48,5th Pass,IND,0,2805000,200000,Yes,No,894,9
177,Asind,GEN,SURENDRA SINGH,M,GEN,42,8th Pass,IND,0,831692,0,No,No,1635,7
159,Aspur ,ST,GOPI CHAND MEENA,M,ST,51,8th Pass,BJP,0,3579058,360633,Yes,No,69236,1
159,Aspur ,ST,RAIYA MEENA,M,ST,66,8th Pass,INC,0,4338152,300000,No,No,58732,2
159,Aspur ,ST,SHANTA,F,ST,48,10th Pass,BSP,0,1331000,0,Yes,No,3316,5
159,Aspur ,ST,SUKHLAL AHARI,M,ST,48,10th Pass,NPEP,0,1130000,416000,Yes,No,5936,4
165,Bagidora ,ST,BHURALAL,M,ST,37,Graduate,JD(U),0,2706117,1038000,Yes,Yes,5836,4
165,Bagidora ,ST,KHEMRAJ GARASIYA,M,ST,47,12th Pass,BJP,3,3726399,1030000,Yes,No,66691,2
165,Bagidora ,ST,MAHENDRAJEET SINGH MALVIYA,M,ST,53,Graduate,INC,0,26087848,6546778,Yes,Yes,81016,1
165,Bagidora ,ST,PRAVIN KATARA,M,ST,32,8th Pass,BSP,0,271000,0,Yes,No,3139,5
56,Bagru ,SC,DR. PRAHLAD RAGHU,M,SC,47,Post Graduate,INC,0,19442818,618243,No,No,54591,2
56,Bagru ,SC,KAILASH VERMA,M,SC,28,Post Graduate,BJP,0,1348278,0,Yes,Yes,100947,1
56,Bagru ,SC,LAL CHAND BAIRWA,M,SC,35,10th Pass,AKBAP,0,73300,300,Yes,Yes,453,9
56,Bagru ,SC,PUSHPA RANI,F,SC,28,Post Graduate,BA S D,0,76000,0,No,No,534,7
56,Bagru ,SC,RAJU LAL BAIRWA,M,SC,46,10th Pass,IND,3,3387333,0,Yes,Yes,1250,5
56,Bagru ,SC,RAM DAYAL BAIRWA,M,SC,34,10th Pass,LJP,0,307000,0,No,No,360,10
56,Bagru ,SC,RAMAVTAR BAIRWA,M,SC,27,Graduate Professional,BYS,0,2000,0,No,No,490,8
56,Bagru ,SC,RAMJI LAL BAIRWA,M,SC,47,5th Pass,NPEP,0,15520851,1304060,No,No,11998,3
56,Bagru ,SC,SAROJ BAIRWA,F,SC,43,Graduate,BSP,0,4658908,1145000,Yes,Yes,1074,6
56,Bagru ,SC,YOGESH KHINCHI,M,SC,31,5th Pass,IPGP,0,41000,0,No,No,264,11
120,Bali,GEN,AMARA RAM,M,SC,54,10th Pass,MEDP,0,4790000,0,No,No,2411,5
120,Bali,GEN,GAJENDRA SINGH,M,GEN,34,8th Pass,IND,0,2539500,0,No,No,2799,4
120,Bali,GEN,MEHBUB ALI,M,GEN,46,5th Pass,BSP,0,548136,0,Yes,Yes,2407,6
120,Bali,GEN,MOHAN SINGH,M,GEN,59,8th Pass,SHS,0,1240734,0,Yes,Yes,711,9
120,Bali,GEN,PUSHAPENDRA SINGH,M,GEN,43,Graduate,BJP,0,24668699,2208184,Yes,No,92454,1
120,Bali,GEN,RAJU SHAH,M,GEN,51,12th Pass,NPEP,0,24209229,0,No,No,1113,8
120,Bali,GEN,RATAN LAL CHOUDHARY,M,GEN,48,Literate,INC,0,8430224,957887,Yes,Yes,72866,2
120,Bali,GEN,SOHAN,M,GEN,31,Literate,BYS,0,134000,0,No,No,1770,7
91,Bamanwas,ST,BHARAT LAL,M,ST,50,10th Pass,IND,0,1450000,0,Yes,No,3157,5
91,Bamanwas,ST,DEVI  LAL,M,ST,43,10th Pass,SP,0,6000,0,Yes,No,323,11
91,Bamanwas,ST,INDIRA,F,ST,26,Graduate,IND,0,4117000,500000,Yes,Yes,571,9
91,Bamanwas,ST,KUNJI LAL,M,ST,79,Literate,BJP,0,9027701,100000,Yes,No,45085,1
91,Bamanwas,ST,MUNSHI,M,ST,32,12th Pass,NYP,0,71100,0,Yes,No,506,10
91,Bamanwas,ST,NAWAL  KISHORE,M,ST,49,Post Graduate,INC,1,15710048,0,No,No,39423,2
91,Bamanwas,ST,RAJENDRA  KUMAR  MEENA,M,ST,44,12th Pass,IND,0,1126000,0,Yes,Yes,3375,4
91,Bamanwas,ST,RAMDHAN MEENA,M,ST,50,5th Pass,BSP,0,1763000,0,No,No,1418,7
91,Bamanwas,ST,SANTOSH,F,ST,29,Post Graduate,BYS,0,275000,0,Yes,Yes,1409,8
91,Bamanwas,ST,SHYAM LAL MEENA,M,ST,42,Post Graduate,NPEP,0,3718000,600000,Yes,Yes,25759,3
85,Bandikui ,GEN,ALKA SINGH,F,GEN,51,12th Pass,BJP,0,1700000,0,Yes,Yes,41136,1
85,Bandikui ,GEN,ANIL KUMAR,M,SC,46,10th Pass,IND,0,20661439,1636000,Yes,No,11313,5
85,Bandikui ,GEN,BHAG CHAND,M,GEN,35,12th Pass,IND,0,5000,0,No,No,11691,4
85,Bandikui ,GEN,GIRISH KUMAR,M,GEN,28,8th Pass,JGP,0,1771000,300000,Yes,No,816,9
85,Bandikui ,GEN,LALLURAM,M,GEN,55,12th Pass,IND,0,156135000,0,Yes,Yes,514,12
85,Bandikui ,GEN,LOKMANYA SINGH,M,GEN,45,Doctorate,IND,0,23158716,3048616,Yes,Yes,4066,6
85,Bandikui ,GEN,MUKESH,M,GEN,26,Graduate,SP,0,73000,0,No,No,579,10
85,Bandikui ,GEN,RAJKUMARI,F,GEN,50,Graduate Professional,BSP,0,19748863,0,Yes,Yes,556,11
85,Bandikui ,GEN,RAM KISHOR SAINI,M,GEN,58,Graduate Professional,INC,0,5757718,230902,No,No,28671,3
85,Bandikui ,GEN,SHAILENDRA JOSHI,M,GEN,67,Graduate Professional,NPEP,1,9365936,0,Yes,Yes,35359,2
85,Bandikui ,GEN,SURESH KUMAR ASHIWAL,M,GEN,27,Graduate Professional,IND,0,145314,0,Yes,Yes,464,13
85,Bandikui ,GEN,YADVENDRA,M,GEN,34,Graduate,IND,0,8596200,0,No,No,2049,7
63,Bansur,GEN,ANKUR DAYMA,M,GEN,29,Graduate Professional,JD(U),1,6063,145685,Yes,Yes,1262,5
63,Bansur,GEN,HAJARI LAL,M,SC,52,Literate,nuzp,0,10119000,210000,Yes,Yes,425,12
63,Bansur,GEN,MUKESH,M,GEN,42,Graduate,IND,0,1657000,1200000,No,No,12737,3
63,Bansur,GEN,NIRANJAN LAL,M,GEN,58,8th Pass,IND,0,1452500,0,Yes,Yes,378,13
63,Bansur,GEN,OMPRAKASH,M,GEN,53,10th Pass,BSP,1,18389987,736000,Yes,Yes,3968,4
63,Bansur,GEN,RAKESH,M,GEN,37,Graduate,NPEP,0,3155000,0,Yes,Yes,609,11
63,Bansur,GEN,ROHITASH KUMAR,M,GEN,64,10th Pass,BJP,0,27565213,0,Yes,No,47412,2
63,Bansur,GEN,SHAKUNTLA RAWAT,F,GEN,47,Post Graduate,INC,0,1527518,0,Yes,Yes,71328,1
63,Bansur,GEN,SUBE SINGH,M,GEN,44,Literate,IND,0,6247100,1740000,Yes,No,664,9
63,Bansur,GEN,SUNEEL DUTT,M,ST,42,10th Pass,IND,0,1230000,0,No,No,1137,7
164,Banswara ,ST,ARJUN SINGH BAMANIYA,M,ST,50,12th Pass,INC,0,45184509,6361802,Yes,Yes,56559,2
164,Banswara ,ST,DALICHAND,M,ST,57,10th Pass,IND,0,7354822,250000,Yes,Yes,3950,5
164,Banswara ,ST,DHAN SINGH RAWAT,M,ST,47,Graduate Professional,BJP,0,5416623,952209,No,No,86620,1
164,Banswara ,ST,KACHARU,M,ST,29,10th Pass,BSP,0,48000,0,No,No,2503,6
164,Banswara ,ST,RAJESH KATARA,M,ST,47,Graduate Professional,JD(U),2,32291163,3439341,Yes,Yes,22916,3
195,Baran-atru ,SC,CHATUR BHUJ MEGH,M,SC,64,Post Graduate,BSP,0,3828000,440000,Yes,Yes,2127,6
195,Baran-atru ,SC,LAXMAN KUMAR,M,SC,36,8th Pass,NPEP,0,1122305,0,No,No,5525,3
195,Baran-atru ,SC,PANACHAND MEGHWAL,M,SC,38,Graduate,INC,0,7738012,406739,Yes,No,56487,2
195,Baran-atru ,SC,RAJENDRA KUMAR BAIRWA,M,SC,26,12th Pass,BYS,0,34000,0,Yes,No,2129,5
195,Baran-atru ,SC,RAMPAL,M,SC,46,Post Graduate,BJP,0,5892365,401150,Yes,Yes,77087,1
78,Bari,GEN,DAULATRAM KUSHWAHA,M,GEN,66,10th Pass,BSP,0,11388645,0,Yes,Yes,38071,3
78,Bari,GEN,GIRRAJ SINGH,M,GEN,38,5th Pass,INC,0,7362100,0,No,No,53482,1
78,Bari,GEN,JASWANT,M,GEN,55,8th Pass,BJP,0,99452529,3074940,Yes,Yes,50681,2
78,Bari,GEN,MURARI LAL,M,GEN,60,5th Pass,SP,0,585000,0,Yes,Yes,164,12
78,Bari,GEN,NARESH,M,GEN,27,Graduate,BYS,0,2938000,0,No,No,615,7
78,Bari,GEN,RAKESH,M,GEN,39,Literate,IND,0,325000,0,Yes,No,1473,5
78,Bari,GEN,RAMNIWAS,M,SC,28,5th Pass,JGP,0,1101000,0,No,No,203,11
78,Bari,GEN,RAMSINGH,M,GEN,55,Literate,nuzp,0,538000,0,Yes,Yes,248,10
78,Bari,GEN,SALIM,M,GEN,58,Literate,IND,1,740000,0,No,No,830,6
78,Bari,GEN,SUMIT SHARMA,M,GEN,39,Graduate Professional,NPEP,0,6710275,0,Yes,No,453,8
78,Bari,GEN,VIJAY BABU,M,SC,51,8th Pass,BA S D,0,509000,0,Yes,Yes,318,9
171,Bari sadri ,GEN,ARCHANA MEENA,F,ST,25,Post Graduate,NPEP,0,86000,5000,Yes,Yes,1343,6
171,Bari sadri ,GEN,DORAN KHAN,M,GEN,62,Literate,JD(U),0,2851000,0,Yes,Yes,222,12
171,Bari sadri ,GEN,GAUTAM KUMAR,M,GEN,35,12th Pass,BJP,1,16560200,300000,Yes,Yes,90161,1
171,Bari sadri ,GEN,GULAB CHAND,M,GEN,63,12th Pass,IND,0,1555000,0,Yes,Yes,396,9
171,Bari sadri ,GEN,MADAN LAL,M,SC,50,5th Pass,SHS,0,1300000,0,Yes,Yes,347,10
171,Bari sadri ,GEN,MATHARA LAL MEGHWAL,M,SC,70,Literate,IND,0,363000,79220,Yes,No,2942,4
171,Bari sadri ,GEN,NARAYAN LAL MEENA,M,ST,25,Graduate,IND,0,1000,0,Yes,No,823,7
171,Bari sadri ,GEN,NATHU LAL,M,GEN,62,8th Pass,IND,0,25000,0,No,No,450,8
171,Bari sadri ,GEN,PRAKASH CHAND CHAUDHARY,M,GEN,56,12th Pass,INC,0,139680000,39515000,Yes,Yes,72900,2
171,Bari sadri ,GEN,RADHESHYAM MEGHWAL,M,SC,43,Literate,BSP,0,1011612,0,No,No,2236,5
171,Bari sadri ,GEN,SANJAY KUMAR,M,SC,36,10th Pass,SP,0,6823512,700000,Yes,Yes,312,11
135,Barmer,GEN,BANA RAM DARGI,M,GEN,44,Literate,IND,0,1360000,0,Yes,Yes,595,13
135,Barmer,GEN,BHAWANI SINGH,M,GEN,39,10th Pass,IND,0,2354000,0,No,No,1059,11
135,Barmer,GEN,CHANDRA PRAKASH,M,SC,31,Literate,BSP,0,1135000,0,Yes,No,1921,8
