AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,CAND_EDU,CAND_PARTY,CRIMINAL_CASE,TOTAL_ASSET,TOTAL_LIB,PAN,ITR_FILED,TOTAL_VALID_VOTES,POSITION
134,Sheo,GEN,HASHN,M,GEN,38,8th Pass,BYS,0,172500,85000,No,Yes,756,7
134,Sheo,GEN,KAILASH BENIWAL,M,GEN,56,Graduate Professional,IND,0,68237285,108572,Yes,Yes,1965,5
134,Sheo,GEN,KISHNARAM MEGHWAL,M,SC,53,Literate,BA S D,2,593000,0,Yes,Yes,888,6
134,Sheo,GEN,MANVENDRA SINGH,M,GEN,50,Post Graduate,BJP,0,22105790,614444,No,No,100934,1
134,Sheo,GEN,REKHA RAM,M,GEN,55,8th Pass,BSP,2,2873382,0,Yes,No,2623,4
134,Sheo,GEN,SAWAI SINGH,M,GEN,29,8th Pass,JGP,0,2790000,0,No,No,431,9
124,Shergarh,GEN,BABU SINGH,M,GEN,42,Post Graduate,BJP,0,33439807,245000,No,No,81297,1
124,Shergarh,GEN,GAYAD SINGH INDA,M,GEN,58,Post Graduate,IND,0,14406277,481268,Yes,Yes,828,6
124,Shergarh,GEN,JORARAM,M,SC,32,Graduate Professional,NPEP,0,1333445,0,Yes,Yes,376,8
124,Shergarh,GEN,MAHENDRA SINGH,M,GEN,33,12th Pass,BSP,4,1293164,700000,Yes,Yes,2298,5
124,Shergarh,GEN,MEHTABSINGH,M,GEN,55,12th Pass,IND,1,1293797,50000,No,No,3138,4
124,Shergarh,GEN,RUGHARAM,M,GEN,48,Graduate Professional,NCP,0,3585557,0,No,No,421,7
124,Shergarh,GEN,SUMER SINGH,M,GEN,38,10th Pass,JGP,0,1371500,0,Yes,Yes,363,10
124,Shergarh,GEN,TAGARAM,M,ST,55,8th Pass,BYS,0,4604700,68763,Yes,Yes,372,9
124,Shergarh,GEN,UMMEDSINGH,M,GEN,44,12th Pass,INC,0,41091769,4160000,No,No,74970,2
35,Sikar,GEN,ABDUL QAYUM QURESHI,M,GEN,47,Post Graduate,CPM,0,324639,0,No,No,2627,5
35,Sikar,GEN,BABULAL,M,GEN,33,8th Pass,IND,0,224000,0,No,Yes,144,14
35,Sikar,GEN,MADAN MAHALA,M,GEN,44,12th Pass,IND,0,3320143,659666,Yes,Yes,375,12
35,Sikar,GEN,MAHAVIR PRASAD,M,GEN,57,10th Pass,IND,0,1327000,0,No,No,497,11
35,Sikar,GEN,PHOOLCHAND BERI NARESH,M,GEN,66,Others,IND,0,11005000,310774,Yes,No,160,13
35,Sikar,GEN,RAJ KUMARI SHARMA,F,GEN,61,10th Pass,IND,0,41690682,4565601,Yes,No,5134,4
35,Sikar,GEN,RAJENDRA PAREEK,M,GEN,65,Graduate,INC,0,7112714,850000,Yes,No,46572,2
35,Sikar,GEN,RAKESH,M,GEN,39,Others,IND,0,3759526,120000,Yes,Yes,741,9
35,Sikar,GEN,RAMESHVAR,M,GEN,73,Literate,IND,0,36000,0,Yes,Yes,978,8
35,Sikar,GEN,RATAN LAL JALDHARI,M,GEN,62,12th Pass,BJP,0,103444744,20125127,Yes,Yes,59587,1
35,Sikar,GEN,RAVINDRA SINGH,M,GEN,50,Literate,BSP,0,6491914,523275,Yes,Yes,1011,7
35,Sikar,GEN,SUMIT KUMAR SAINI,M,GEN,25,Graduate,JGP,0,203000,1245000,Yes,Yes,739,10
35,Sikar,GEN,WAHID CHOWHAN,M,GEN,64,12th Pass,NCP,0,619600000,0,No,No,39768,3
87,Sikrai ,SC,AMRAT KUMAR TATA,M,SC,38,Graduate,IND,0,350000,0,No,No,1721,6
87,Sikrai ,SC,GEETA VERMA,F,SC,40,Graduate Professional,NPEP,0,20438000,2000000,Yes,Yes,49053,1
87,Sikrai ,SC,GYARSI LAL,M,SC,64,Graduate Professional,BSP,0,8275091,0,Yes,No,2109,5
87,Sikrai ,SC,KALYAN SAHAI,M,SC,57,Graduate Professional,IND,0,76419281,12034083,No,No,1573,7
87,Sikrai ,SC,MAMTA BHUPESH,F,SC,40,Graduate,INC,0,81175301,0,Yes,No,42800,3
87,Sikrai ,SC,NAND LAL BANSIWAL,M,SC,54,Graduate,BJP,0,15270723,490000,Yes,Yes,45354,2
146,Sirohi,GEN,AJAY KUMAR,M,GEN,37,8th Pass,IND,0,348500,95000,Yes,Yes,212,17
146,Sirohi,GEN,BHURARAM,M,GEN,45,Literate,IND,0,185000,0,Yes,Yes,417,12
146,Sirohi,GEN,DEVARAM LOHAR,M,GEN,64,8th Pass,JD(S),0,2686443,0,Yes,Yes,267,14
146,Sirohi,GEN,GOPAL RAM,M,GEN,35,8th Pass,nuzp,1,4237750,548066,Yes,Yes,1552,6
146,Sirohi,GEN,JAITARAM,M,SC,43,12th Pass,IND,0,2127665,400000,Yes,No,263,15
146,Sirohi,GEN,LALIT BHARDWAJ,M,GEN,27,Post Graduate,IND,0,495400,300000,No,No,502,10
146,Sirohi,GEN,LAXMAN PAL SOLANKI,M,SC,37,Graduate,IND,0,150000,31000,No,No,1395,7
146,Sirohi,GEN,MEETHA LAL,M,GEN,75,12th Pass,BYS,0,110491353,64582527,No,No,467,11
146,Sirohi,GEN,OTA RAM,M,GEN,48,8th Pass,BJP,0,5301640,0,No,No,82098,1
146,Sirohi,GEN,PEERARAM,M,GEN,80,Illiterate,IND,0,1120000,0,Yes,Yes,296,13
146,Sirohi,GEN,PRAKASH,M,GEN,33,8th Pass,NPEP,0,700582,0,Yes,No,647,9
146,Sirohi,GEN,RAMESH KUMAR MEGHWAL,M,SC,46,8th Pass,MEDP,0,578500,0,Yes,No,229,16
146,Sirohi,GEN,SANYAM LODHA,M,GEN,48,Graduate Professional,INC,0,31651649,6220000,Yes,Yes,57659,2
146,Sirohi,GEN,SHABBIR KHA,M,GEN,43,8th Pass,IND,0,4989,65000,No,No,931,8
146,Sirohi,GEN,SHANKAR LAL,M,SC,37,8th Pass,BSP,0,1353000,0,Yes,No,2248,5
146,Sirohi,GEN,TRIKMARAM,M,SC,39,Post Graduate,IND,0,259943,0,No,No,4254,3
138,Siwana,GEN,HAMEERSINGH BHAYAL,M,GEN,55,8th Pass,BJP,0,13622571,286000,Yes,Yes,69014,1
138,Siwana,GEN,HIMMTARAM SAIN,M,GEN,47,8th Pass,BYS,2,1286820,109090,Yes,No,1198,8
138,Siwana,GEN,MAHANT NIRMALDAS,M,GEN,45,8th Pass,INC,0,14842258,337236,Yes,Yes,48313,2
138,Siwana,GEN,MEHRARAM RAIKA,M,GEN,51,10th Pass,NPEP,0,610000,0,Yes,Yes,1908,7
138,Siwana,GEN,POPATRAM SARGARA,M,SC,43,5th Pass,IND,0,2000,0,No,No,3668,6
138,Siwana,GEN,REWAT KUMAR  MEGHWAL,M,SC,43,12th Pass,IND,0,1027110,11118,Yes,No,3929,5
138,Siwana,GEN,VIJAYRAJ,M,GEN,32,8th Pass,BSP,0,5861000,310000,Yes,Yes,10020,3
117,Sojat ,SC,BUDHARAM PANUSA,M,SC,39,10th Pass,IND,0,1014750,0,No,No,1294,5
117,Sojat ,SC,DR. SANGEETA ARYA,F,SC,46,10th Pass,INC,0,11884000,848000,Yes,Yes,53839,2
117,Sojat ,SC,HARIRAM PANUSA,M,SC,62,Graduate,BSP,0,4920521,0,Yes,No,2574,4
117,Sojat ,SC,KANHAIYA LAL MEGHWAL,M,SC,49,Post Graduate,BYS,0,106000,0,No,No,1058,6
117,Sojat ,SC,PEMARAM MINDAWAT,M,SC,35,Doctorate,NPEP,0,9683768,0,Yes,Yes,593,7
117,Sojat ,SC,SANJNA AGARI,F,SC,37,Graduate,BJP,0,10171383,1450000,Yes,No,74595,1
129,Soorsagar,GEN,ASHOK BALANI,M,GEN,45,8th Pass,IND,0,5570000,1350000,No,Yes,137,15
129,Soorsagar,GEN,GOPALSINGH,M,GEN,37,8th Pass,IND,0,5771523,0,Yes,Yes,562,8
129,Soorsagar,GEN,IBRAHIM SHAH,M,GEN,52,Literate,IND,0,280500,0,Yes,No,417,10
129,Soorsagar,GEN,JAILAL,M,SC,69,Literate,IND,0,3495864,110100,Yes,Yes,154,14
129,Soorsagar,GEN,JAIPHUKHAN,M,GEN,67,5th Pass,INC,0,106808272,14947835,Yes,Yes,57844,2
129,Soorsagar,GEN,LIYAKAT HUSAIN QAZI,M,GEN,52,10th Pass,JGP,0,1975737,9100,Yes,Yes,351,11
129,Soorsagar,GEN,NATTHA RAM MEGHWAL,M,SC,56,Literate,IND,0,78700,0,Yes,No,277,12
129,Soorsagar,GEN,PANKAJ SANKHLA,M,GEN,31,Graduate,SP,0,924972,0,Yes,No,713,7
129,Soorsagar,GEN,POOJA,F,GEN,32,Doctorate,IND,0,315000,0,No,No,268,13
129,Soorsagar,GEN,PRAKASH BHATI,M,GEN,39,8th Pass,BSP,0,7484001,0,No,No,1421,5
129,Soorsagar,GEN,RAJENDRA,M,GEN,50,Graduate,NPEP,0,18851628,11198084,Yes,Yes,6032,3
129,Soorsagar,GEN,SATYA NARAYAN PRAJAPAT,M,GEN,51,8th Pass,IND,0,1411500,0,No,No,512,9
129,Soorsagar,GEN,SHABANA,F,GEN,30,10th Pass,IND,0,55000,0,No,No,893,6
129,Soorsagar,GEN,SURYAKANTA VYAS,F,GEN,75,5th Pass,BJP,0,17424000,0,No,Yes,78589,1
39,Srimadhopur,GEN,DEEPENDRA SINGH,M,GEN,62,Graduate,INC,0,15952713,0,Yes,Yes,67199,2
39,Srimadhopur,GEN,GEEGA RAM,M,GEN,62,8th Pass,IND,0,86381,36381,Yes,No,144,15
39,Srimadhopur,GEN,JHABAR SINGH KHARRA,M,GEN,57,Graduate,BJP,0,6886578,0,Yes,No,75101,1
39,Srimadhopur,GEN,KRISHAN KUMAR,M,SC,40,Graduate,BHBP,0,21000,0,Yes,No,192,12
39,Srimadhopur,GEN,OM PRAKASH,M,GEN,49,Graduate,CPM,1,1986147,140198,Yes,Yes,2790,4
39,Srimadhopur,GEN,POORANMAL,M,GEN,57,Others,IND,0,3226194,0,Yes,Yes,467,9
39,Srimadhopur,GEN,RAM SINGH,M,GEN,34,Graduate Professional,IND,0,16341610,3280000,Yes,No,797,8
39,Srimadhopur,GEN,RAMESH,M,GEN,44,5th Pass,BSP,0,5601590,335000,Yes,Yes,1725,6
39,Srimadhopur,GEN,RANJIT SINGH,M,GEN,37,8th Pass,IND,0,774500,0,Yes,Yes,247,11
39,Srimadhopur,GEN,RATAN,M,GEN,51,8th Pass,JGP,0,1580000,150000,Yes,No,302,10
39,Srimadhopur,GEN,SHANKAR LAL,M,GEN,33,Graduate Professional,IND,0,1643596,200000,Yes,Yes,1760,5
39,Srimadhopur,GEN,SHARWAN SINGH,M,GEN,30,10th Pass,BYS,0,1231718,0,Yes,Yes,185,13
39,Srimadhopur,GEN,VINOD MEENA,M,ST,40,12th Pass,NPEP,0,2260702,300000,Yes,No,167,14
39,Srimadhopur,GEN,VISHNU MODI,M,GEN,65,NA,IND,NA,NA,NA,NA,NA,9200,3
24,Sujangarh ,SC,KHEMARAM,M,SC,48,12th Pass,BJP,0,14775551,4687032,Yes,No,78920,1
24,Sujangarh ,SC,MASTER  BHANWARLAL,M,SC,65,Post Graduate,INC,0,24358731,90347,No,No,65271,2
24,Sujangarh ,SC,SITARAM,M,SC,56,5th Pass,BSP,0,6164224,1037562,Yes,Yes,7415,3
121,Sumerpur,GEN,ARIF KHAN,M,GEN,43,Literate,IND,0,1135000,0,Yes,No,2350,5
121,Sumerpur,GEN,BHANWARSINGH JODHA,M,GEN,50,Graduate,IND,1,2400000,550000,No,No,789,10
121,Sumerpur,GEN,BINA KAK,F,GEN,60,Graduate,INC,0,66924990,6686810,Yes,No,43567,2
121,Sumerpur,GEN,GANESHARAM,M,SC,49,Illiterate,BYS,0,495000,10000,Yes,Yes,2241,7
121,Sumerpur,GEN,HANUMAN BHATI,M,GEN,61,10th Pass,NPEP,0,14129139,4750976,No,No,8905,3
121,Sumerpur,GEN,MADAN RATHORE,M,GEN,59,Graduate,BJP,0,46461964,9065940,Yes,Yes,86210,1
121,Sumerpur,GEN,NARENDRA KUMAR,M,ST,30,8th Pass,BSP,0,666700,0,No,No,2274,6
121,Sumerpur,GEN,RAMESH,M,GEN,33,5th Pass,IND,0,0,0,Yes,No,1595,8
121,Sumerpur,GEN,SHANKARLAL NARBAN,M,SC,58,5th Pass,IND,0,1429000,400000,Yes,Yes,1128,9
26,Surajgarh,GEN,BABU LAL KHANDA,M,GEN,73,Post Graduate,NPEP,0,2613481,1376000,Yes,No,278,11
26,Surajgarh,GEN,GOVIND,M,GEN,48,Literate,IND,0,308743,0,Yes,Yes,352,9
26,Surajgarh,GEN,HARPAL,M,GEN,68,10th Pass,BSP,0,4542500,500000,No,Yes,2431,3
26,Surajgarh,GEN,ISHWAR SINGH,M,GEN,51,Post Graduate,NCP,0,1301358,0,Yes,Yes,831,7
26,Surajgarh,GEN,PUSHPA DHANKHER,F,GEN,52,Post Graduate,IND,0,5838914,0,Yes,Yes,856,6
26,Surajgarh,GEN,RAM CHANDER,M,GEN,53,10th Pass,CPI(ML)(L),0,587000,40000,Yes,No,340,10
26,Surajgarh,GEN,SANTOSH AHLAWAT,F,GEN,57,Post Graduate,BJP,0,35897048,5704000,Yes,No,108840,1
26,Surajgarh,GEN,SHARWAN KUMAR,M,GEN,59,12th Pass,INC,1,8808987,0,No,Yes,58621,2
26,Surajgarh,GEN,SHARWAN SINGH,M,GEN,38,Literate,IND,0,605000,0,Yes,No,1321,4
26,Surajgarh,GEN,SUBHASH CHANDER KHANDWA,M,GEN,51,Post Graduate,LJP,1,11817165,692434,Yes,Yes,396,8
4,Suratgarh,GEN,ABDUL GAFAR,M,GEN,51,Literate,NCP,0,854377,0,Yes,Yes,818,9
4,Suratgarh,GEN,AMIT KUMAR,M,GEN,25,Graduate Professional,nuzp,0,1126551,0,No,No,18275,4
4,Suratgarh,GEN,DUNGAR RAM GEDAR,M,GEN,46,Graduate,BSP,0,2271385,0,Yes,Yes,39987,2
4,Suratgarh,GEN,GANGAJAL MEEL,M,GEN,71,12th Pass,INC,2,82805889,0,Yes,Yes,34173,3
4,Suratgarh,GEN,ISLAMDEEN,M,GEN,30,10th Pass,IND,0,448000,0,Yes,Yes,493,13
4,Suratgarh,GEN,KHUBCHAND NAYAK,M,SC,42,8th Pass,IND,0,81500,0,Yes,No,313,16
4,Suratgarh,GEN,MAHAVEER PRASAD PAREEK URF TIWARI,M,GEN,56,Post Graduate,CPI,1,3310000,400000,Yes,Yes,1252,5
4,Suratgarh,GEN,MANSUKH,M,SC,45,8th Pass,IND,3,1273000,0,No,No,1143,7
4,Suratgarh,GEN,MOHAN LAL,M,SC,31,12th Pass,MEDP,0,58500,0,No,No,295,17
4,Suratgarh,GEN,OM PRAKASH,M,GEN,37,10th Pass,SHS,2,1117668,0,Yes,Yes,583,11
4,Suratgarh,GEN,PAWAN KUMAR,M,GEN,46,8th Pass,NPEP,0,6981000,1780000,Yes,No,430,14
4,Suratgarh,GEN,PAWAN KUMAR MISHRA,M,GEN,46,Graduate,JGP,0,11000,0,Yes,Yes,530,12
4,Suratgarh,GEN,RAJENDAR SINGH BHADU,M,GEN,60,10th Pass,BJP,0,27634266,1981191,Yes,Yes,66766,1
4,Suratgarh,GEN,SHARWAN RAM,M,SC,51,Literate,IND,0,620000,60000,Yes,Yes,335,15
4,Suratgarh,GEN,VIKRAM KUMAR GEDAR,M,GEN,25,10th Pass,IND,0,102000,0,No,No,1096,8
4,Suratgarh,GEN,YASHPAL SINGH,M,GEN,45,10th Pass,IND,0,4526996,397000,Yes,No,692,10
20,Taranagar,GEN,AMIT,M,GEN,34,10th Pass,bhpjp,0,5843284,0,Yes,No,412,13
20,Taranagar,GEN,BEGRAJ,M,GEN,75,Graduate,IND,0,1208159,0,Yes,No,1464,7
20,Taranagar,GEN,BUDHRAM MEGHWAL,M,SC,44,10th Pass,BA S D,0,401007,0,Yes,Yes,803,8
20,Taranagar,GEN,DHARMVEER SINGH,M,SC,38,Post Graduate,LD,0,40060621,5809065,No,No,310,14
20,Taranagar,GEN,DR. CHANDRASHEKHAR BAID,M,GEN,59,12th Pass,INC,0,727000,0,Yes,Yes,54518,2
20,Taranagar,GEN,JAI NARAYAN POONIYA,M,GEN,80,Graduate Professional,BJP,0,11024400,175000,Yes,Yes,65654,1
20,Taranagar,GEN,KAILASH KUMAR,M,GEN,30,8th Pass,SHS,9,5100,0,No,No,581,10
20,Taranagar,GEN,NIRMAL KUMAR,M,GEN,30,Graduate Professional,CPM,0,371584,0,No,No,10040,4
20,Taranagar,GEN,PUNAMCHANDRA,M,GEN,30,10th Pass,JGP,0,156000,0,No,No,627,9
20,Taranagar,GEN,RAKESH KUMAR,M,GEN,38,Graduate Professional,BYS,0,4448669,250000,Yes,Yes,544,11
20,Taranagar,GEN,RAMKUMAR,M,GEN,49,12th Pass,NPEP,0,2610000,290000,No,Yes,480,12
20,Taranagar,GEN,SURENDRA SINGH,M,GEN,42,10th Pass,BSP,0,7087035,200000,No,No,10853,3
20,Taranagar,GEN,UMA SHANKAR,M,GEN,45,Graduate,IND,0,1997925,601036,Yes,Yes,9256,5
64,Thanagazi,GEN,BHAGWAN SAHAY UPADHYAY,M,GEN,49,Post Graduate,JGP,0,321000,0,No,Yes,190,16
64,Thanagazi,GEN,DESHBANDHU SHARMA,M,GEN,40,Post Graduate,IND,0,15454550,930000,Yes,Yes,1172,5
64,Thanagazi,GEN,DEVRAJ ,M,SC,41,10th Pass,IND,0,2068274,270000,Yes,No,675,11
64,Thanagazi,GEN,DHANBAI MEENA,F,ST,38,Literate,SP,0,535501,0,Yes,Yes,182,17
64,Thanagazi,GEN,GIRIRAJ PRASAD SHARMA,M,GEN,40,Post Graduate,IPGP,0,111000,0,Yes,Yes,525,12
64,Thanagazi,GEN,HEM SINGH BHADANA,M,GEN,47,Post Graduate,BJP,0,18282675,1349712,Yes,No,52583,1
64,Thanagazi,GEN,KANTI PRASAD,M,ST,53,8th Pass,NPEP,0,1463542,0,Yes,Yes,48851,2
64,Thanagazi,GEN,KULDEEP SHARMA,M,GEN,41,Graduate,IND,1,2361000,330000,No,No,676,10
64,Thanagazi,GEN,MURLI DHAR SHARMA,M,GEN,41,Others,IND,0,11000000,1550000,Yes,Yes,949,8
64,Thanagazi,GEN,RADHESHYAM BANJARA,M,GEN,27,Post Graduate,BYS,0,24823769,126000,No,Yes,199,15
64,Thanagazi,GEN,RAMJILAL,M,ST,58,8th Pass,IND,0,26216272,0,Yes,Yes,459,13
64,Thanagazi,GEN,RAMRAY,M,GEN,33,5th Pass,BSP,0,51000,0,No,No,1149,6
64,Thanagazi,GEN,SARVESH KUMAR SAINI,M,GEN,33,Doctorate,IND,0,1374802,0,No,No,2505,4
64,Thanagazi,GEN,TUNDARAM,M,GEN,54,8th Pass,IND,0,500,0,No,No,326,14
64,Thanagazi,GEN,UMENDRA DADHICH,M,GEN,45,Graduate,nuzp,0,9675000,0,Yes,Yes,1107,7
64,Thanagazi,GEN,URMILA,F,GEN,49,Post Graduate,INC,0,13970700,1500000,Yes,Yes,22301,3
59,Tijara,GEN,AIMADUDDIN AHMAD URF DURRU MIYA ,M,GEN,69,12th Pass,INC,0,129335317,2733817,No,No,29172,3
59,Tijara,GEN,ASIN KHAN,M,GEN,56,5th Pass,BYS,0,32470000,0,Yes,No,594,11
59,Tijara,GEN,AZAD HUSAIN,M,GEN,49,12th Pass,IND,0,25868454,2125000,No,No,521,12
59,Tijara,GEN,AZAD SINGH,M,GEN,44,5th Pass,IND,0,14631000,0,Yes,Yes,422,13
59,Tijara,GEN,CHANDRA SHEKHAR YADAV,M,GEN,36,Graduate Professional,JD(U),1,80374463,2706878,Yes,No,4878,4
59,Tijara,GEN,CHUNNI LAL,M,SC,65,Post Graduate,IND,0,46233857,1816262,Yes,Yes,595,10
59,Tijara,GEN,FAZAL HUSSAIN,M,GEN,48,Graduate Professional,BSP,1,74866697,19559600,Yes,Yes,31284,2
59,Tijara,GEN,HOSHIYAR SING YADAV,M,GEN,38,8th Pass,IND,0,17199889,1050000,Yes,Yes,3507,5
59,Tijara,GEN,KHUBI,M,GEN,43,5th Pass,NPEP,0,19137000,0,Yes,Yes,1244,7
59,Tijara,GEN,MASTER MAMAN SINGH YADAV,M,GEN,56,Graduate Professional,BJP,0,70832331,599000,No,No,69278,1
59,Tijara,GEN,NARENDRA DHANKA,M,ST,28,10th Pass,IND,0,4115000,0,Yes,Yes,183,15
59,Tijara,GEN,RAJEEV URF KALU MAHAJAN,M,GEN,38,8th Pass,IND,1,76422779,0,No,No,1591,6
59,Tijara,GEN,SEETA GOYAL,F,GEN,34,Graduate,IND,0,76422779,0,Yes,No,829,8
59,Tijara,GEN,SHASHI KANT GAUTAM,M,GEN,30,Graduate,JGP,0,242990,0,Yes,Yes,171,16
59,Tijara,GEN,VISHAL,M,GEN,38,Others,IND,0,20412000,4000000,Yes,Yes,248,14
81,Todabhim ,ST,CHATARBHUJ,M,ST,56,Graduate,RJVP,0,1602000,0,Yes,Yes,454,11
81,Todabhim ,ST,GHANSHYAM,M,ST,50,8th Pass,INC,1,5945787,447443,Yes,No,50955,1
81,Todabhim ,ST,HARIOM,M,ST,40,Graduate Professional,BSP,0,2226000,0,Yes,No,4356,5
81,Todabhim ,ST,KAMLA MEENA,F,ST,48,8th Pass,IND,0,13298723,1618265,No,No,4948,4
81,Todabhim ,ST,LAKHAN BAI,F,ST,46,Literate,BHBP,0,25000,490000,Yes,Yes,740,9
81,Todabhim ,ST,MATADEEN DHANKA,M,ST,66,10th Pass,SP,0,237000,0,Yes,No,781,8
81,Todabhim ,ST,MOHAN LAL,M,ST,40,8th Pass,BYS,0,2892000,300000,Yes,Yes,676,10
81,Todabhim ,ST,NAHAR SINGH,M,ST,30,8th Pass,BhJD,0,992000,0,No,No,4014,6
81,Todabhim ,ST,PRATHVIRAJ MEENA,M,ST,57,12th Pass,NPEP,0,4900000,0,No,No,43946,2
81,Todabhim ,ST,RAMRAJ MEENA,M,ST,58,Graduate Professional,BJP,0,19324926,0,Yes,Yes,30207,3
96,Tonk,GEN,AJIT SINGH,M,GEN,49,10th Pass,BJP,0,5968921,622637,Yes,Yes,66845,1
96,Tonk,GEN,AJMAL KHAN,M,GEN,41,10th Pass,NCP,0,3252500,0,Yes,Yes,1216,6
96,Tonk,GEN,AKHATAR JUNG,M,GEN,58,Literate,CPM,0,15526000,0,No,No,1145,7
96,Tonk,GEN,MAHESH JOSHI,M,GEN,55,Post Graduate,BSP,0,9682782,0,No,No,1036,8
96,Tonk,GEN,RAM PRASAD,M,GEN,43,8th Pass,JD(U),0,6754353,0,No,No,881,9
96,Tonk,GEN,SAUD SAIDI,M,GEN,42,12th Pass,IND,0,8830195,1988326,Yes,Yes,36502,2
96,Tonk,GEN,SHIV PRATAP,M,GEN,36,Graduate,IND,0,21259798,14140884,Yes,Yes,10366,4
96,Tonk,GEN,ZAKIYA,F,GEN,64,Post Graduate,INC,0,86518082,0,Yes,Yes,21645,3
153,Udaipur,GEN,BHUVNESHWARI GEHLOT,F,GEN,37,Post Graduate,BYS,0,399747,89303,Yes,Yes,271,9
153,Udaipur,GEN,DINESH SHRIMALI,M,GEN,41,Post Graduate,INC,0,6377735,0,Yes,Yes,53838,2
153,Udaipur,GEN,GOVIND LAL OAD,M,GEN,31,Literate,IND,0,815500,0,Yes,Yes,208,10
153,Udaipur,GEN,GULAB CHAND KATARIA,M,GEN,69,Graduate Professional,BJP,1,24493674,219823,Yes,Yes,78446,1
153,Udaipur,GEN,KALU LAL SALVI,M,SC,64,Literate,IND,0,542005,10704,Yes,Yes,164,11
153,Udaipur,GEN,MOHAMMED IMTIYAZ,M,GEN,29,5th Pass,IND,0,1717000,0,No,No,308,8
153,Udaipur,GEN,MOHD. SAEED SAKKA,M,GEN,47,Literate,IND,0,1141853,0,Yes,Yes,393,7
153,Udaipur,GEN,RAJESH SINGHVI,M,GEN,45,Post Graduate,CPM,2,9293676,314726,Yes,Yes,1817,4
153,Udaipur,GEN,RAMESH SUWALKA,M,GEN,48,10th Pass,JGP,0,8831573,2440000,Yes,No,694,5
153,Udaipur,GEN,TIRTH SINGH,M,SC,32,12th Pass,BSP,0,1829800,0,No,No,573,6
152,Udaipur Rural,ST,DEVENDRA KUMAR MEENA,M,ST,61,10th Pass,IND,0,69423933,9642405,Yes,Yes,3486,4
152,Udaipur Rural,ST,LAXMAN LAL GAMETI,M,ST,42,5th Pass,BSP,1,288000,0,No,No,1843,6
152,Udaipur Rural,ST,PHOOL SINGH MEENA,M,ST,54,5th Pass,BJP,1,17134007,1218559,Yes,Yes,78561,1
152,Udaipur Rural,ST,POONAM CHAND,M,ST,41,5th Pass,NPEP,0,186342,0,Yes,No,2279,5
152,Udaipur Rural,ST,SAJJAN KATARA,F,ST,58,Post Graduate,INC,0,15541601,1096972,Yes,Yes,64797,2
30,Udaipurwati,GEN,ASHVJEET SINGH SHEKHAWAT,M,GEN,47,Graduate,IND,0,6182100,500000,No,No,171,19
30,Udaipurwati,GEN,CHUNNI LAL,M,GEN,76,Post Graduate,IND,0,1028331,0,Yes,Yes,227,16
30,Udaipurwati,GEN,DINESH KUMAR,M,GEN,28,Graduate,BYS,1,196000,0,Yes,Yes,719,9
30,Udaipurwati,GEN,KURDARAM,M,GEN,59,Graduate Professional,IND,0,51704085,110000,Yes,Yes,205,18
30,Udaipurwati,GEN,MADAN LAL,M,SC,50,Literate,IND,0,356000,300,Yes,No,466,12
30,Udaipurwati,GEN,MANOHAR LAL,M,GEN,40,8th Pass,IND,0,411000,0,Yes,Yes,1169,6
30,Udaipurwati,GEN,MOOLCHAND KHARITA,M,GEN,52,8th Pass,CPM,4,800000,0,Yes,Yes,994,8
30,Udaipurwati,GEN,NARENDRA KUMAR,M,GEN,33,10th Pass,IND,0,8379000,0,No,No,314,14
30,Udaipurwati,GEN,NARENDRA SAINI,M,GEN,44,Post Graduate,BSP,0,18136381,4367000,No,No,1247,5
30,Udaipurwati,GEN,RAJENDRA SINGH MADHOSINGH,M,GEN,46,8th Pass,INC,0,530000,1200,Yes,Yes,46089,2
30,Udaipurwati,GEN,RAJENDRA SINGH NAHARSINGH,M,GEN,37,12th Pass,IND,6,4360989,0,No,No,312,15
30,Udaipurwati,GEN,RAJESH KUMAR,M,SC,35,Literate,BA S D,0,220500,0,Yes,No,168,20
30,Udaipurwati,GEN,RATAN LAL,M,GEN,28,12th Pass,AKBAP,0,52475,0,Yes,No,215,17
30,Udaipurwati,GEN,RAVINDRA KUMAR BHADHANA,M,GEN,38,NA,IND,NA,NA,NA,NA,NA,32546,3
30,Udaipurwati,GEN,RAVINDRA SINGH,M,GEN,26,10th Pass,IND,2,420000,0,No,No,1090,7
30,Udaipurwati,GEN,SANJAY,M,GEN,35,12th Pass,IND,3,16089354,0,No,No,379,13
30,Udaipurwati,GEN,SHUBHKARAN CHOUDHARY,M,GEN,55,12th Pass,BJP,6,110435743,9690437,Yes,Yes,57960,1
30,Udaipurwati,GEN,SURESH KUMAR,M,GEN,27,8th Pass,IND,0,120000,0,Yes,Yes,581,11
155,Vallabh Nagar,GEN,BHANWARLAL RAWAT,M,GEN,41,10th Pass,NPEP,0,2014538,0,Yes,Yes,8297,4
155,Vallabh Nagar,GEN,BHEEMSINGH,M,GEN,43,10th Pass,CPM,0,5906445,787000,No,No,526,9
155,Vallabh Nagar,GEN,BHERU LAL KALBELIYA,M,SC,48,5th Pass,SP(I),0,132000,0,Yes,Yes,724,7
155,Vallabh Nagar,GEN,DEVI LAL,M,ST,53,5th Pass,BYS,0,1393700,0,Yes,Yes,646,8
